"Antimicrobial";"Bacterium";"DiskContent";"Z6";"Z7";"Z8";"Z9";"Z10";"Z11";"Z12";"Z13";"Z14";"Z15";"Z16";"Z17";"Z18";"Z19";"Z20";"Z21";"Z22";"Z23";"Z24";"Z25";"Z26";"Z27";"Z28";"Z29";"Z30";"Z31";"Z32";"Z33";"Z34";"Z35";"Z36";"Z37";"Z38";"Z39";"Z40";"Z41";"Z42";"Z43";"Z44";"Z45";"Z46";"Z47";"Z48";"Z49";"Z50";"ECOFF";"Distributions";"Observations"
"Gentamicin";"Enterococcus faecalis";30;1177;6;19;15;36;54;120;325;796;853;617;432;231;133;91;35;30;24;17;14;9;8;5;1;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;11;5052
"Gentamicin";"Enterococcus faecalis ATCC 29212";30;0;0;0;0;1;1;26;122;535;728;575;286;108;24;21;8;8;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;17;2450
"Gentamicin";"Enterococcus faecalis ATCC 51299";30;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2;55
"Gentamicin";"Enterococcus faecium";30;253;2;3;4;8;5;3;6;9;26;28;79;139;170;234;161;113;91;37;16;7;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;11;1398
"Gentamicin";"Escherichia coli";10;1593;24;82;90;83;29;21;17;13;31;102;960;2097;3216;3849;4027;4646;4244;2586;984;265;90;32;12;12;4;5;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;15;29120
"Gentamicin";"Escherichia coli ATCC 25922";10;0;0;0;0;0;0;0;0;0;0;1;14;54;337;339;262;302;416;372;268;75;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;19;2446
"Gentamicin";"Hafnia alvei";10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2;11
"Gentamicin";"Klebsiella aerogenes";10;2;1;0;0;0;0;0;0;0;0;2;34;54;70;89;69;65;38;19;5;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;9;451
"Gentamicin";"Klebsiella oxytoca";10;6;0;0;0;0;1;0;1;0;1;5;62;149;174;235;266;214;153;59;23;5;1;4;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;10;1362
"Gentamicin";"Klebsiella pneumoniae";10;181;8;25;33;12;4;6;5;4;13;30;194;388;500;604;576;580;366;159;65;27;9;7;3;2;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;13;3804
"Gentamicin";"Mannheimia haemolytica";10;0;0;0;0;5;17;44;46;27;12;5;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2;160
"Gentamicin";"Morganella morganii";10;16;0;1;3;1;0;1;2;1;0;2;5;7;12;30;59;59;63;18;9;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;10;294
"Gentamicin";"Proteus mirabilis";10;33;0;3;5;11;9;8;9;9;16;13;17;54;144;220;255;308;343;252;120;41;9;3;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;11;1885
"Gentamicin";"Proteus vulgaris";10;0;0;0;0;0;0;0;0;0;0;0;1;7;8;28;16;21;27;34;21;19;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;9;185
"Gentamicin";"Providencia rettgeri";10;0;0;0;1;0;0;0;0;1;0;0;0;2;2;7;5;5;2;2;4;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;4;33
"Gentamicin";"Pseudomonas aeruginosa";10;126;0;6;8;12;19;26;41;70;194;359;602;778;930;988;715;465;257;144;83;46;39;31;22;22;13;14;6;3;1;2;0;2;0;1;0;2;0;0;0;1;0;0;0;0;15;11;6028
"Gentamicin";"Pseudomonas aeruginosa ATCC 27853";10;0;0;0;0;0;0;0;0;0;0;3;18;150;439;767;621;327;103;12;2;0;1;0;2;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;18;2450
"Gentamicin";"Pseudomonas fluorescens group";10;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;2;1;2;3;3;1;2;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2;21
"Gentamicin";"Pseudomonas putida group";10;6;0;1;1;1;2;0;0;1;0;1;2;7;10;10;9;14;6;7;3;6;3;7;4;5;4;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;1;113
"Gentamicin";"Pseudomonas spp (non-aeruginosa)";10;12;0;1;2;1;2;1;0;1;2;1;3;9;11;14;16;25;21;19;14;25;18;16;15;8;9;5;0;1;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;;7;256
"Gentamicin";"Pseudomonas stutzeri group";10;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;5;8;7;3;4;1;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;2;40
"Gentamicin";"Salmonella spp";10;7;3;0;1;2;1;1;0;0;0;0;6;24;49;82;59;51;64;46;19;2;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;10;420
"Gentamicin";"Serratia marcescens";10;2;0;0;0;0;0;0;1;1;0;1;21;47;71;60;73;94;80;45;26;6;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;9;530
"Gentamicin";"Staphylococcus aureus";10;133;7;21;55;55;31;29;17;25;27;20;18;97;275;935;1897;2862;3075;1949;1040;384;140;45;27;10;10;6;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;15;13195
"Gentamicin";"Staphylococcus aureus ATCC 29213";10;0;0;0;0;0;0;0;0;0;0;0;0;0;49;222;382;518;685;430;160;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;14;2454
"Gentamicin";"Staphylococcus aureus MRSA";10;33;1;4;2;2;1;1;0;0;0;0;0;0;2;15;27;39;39;17;6;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2;192
"Gentamicin";"Staphylococcus aureus MSSA";10;6;0;2;1;0;0;0;0;0;0;0;1;0;5;36;43;101;103;57;24;15;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2;399
"Gentamicin";"Staphylococcus capitis";10;16;2;11;7;5;1;3;0;0;0;1;0;0;0;1;0;3;0;9;14;17;18;25;31;27;27;18;12;7;4;3;1;1;0;1;0;0;0;0;0;0;0;0;0;0;;7;265
"Gentamicin";"Staphylococcus caprae";10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;1;3;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;11
"Gentamicin";"Staphylococcus coagulase negative";10;167;0;13;8;5;8;17;13;14;20;14;13;8;6;7;8;15;23;38;57;98;106;107;99;82;46;35;15;8;3;5;1;3;0;0;0;0;0;0;0;1;0;0;0;0;22;7;1063
"Gentamicin";"Staphylococcus cohnii";10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;7
"Gentamicin";"Staphylococcus epidermidis";10;500;10;26;46;35;40;45;23;58;47;35;34;29;12;10;8;10;40;53;136;163;189;199;179;145;75;59;29;10;10;10;3;0;3;5;0;1;0;0;0;0;0;0;0;0;;7;2277
"Gentamicin";"Staphylococcus haemolyticus";10;7;0;0;0;0;2;1;2;0;1;0;0;0;0;0;1;0;1;0;5;3;3;3;6;4;1;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;3;45
"Gentamicin";"Staphylococcus hominis";10;6;0;0;1;3;1;3;5;6;7;8;8;9;4;5;4;4;5;6;18;33;44;53;60;54;48;32;27;13;9;9;2;6;0;3;0;1;0;2;1;0;0;0;0;0;;7;500
"Gentamicin";"Staphylococcus lugdunensis";10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;10;20;59;49;57;36;63;38;33;23;19;4;6;0;1;0;0;0;0;0;0;0;0;0;0;0;0;22;9;420
"Gentamicin";"Staphylococcus pettenkoferi";10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;3;3;7;1;3;8;2;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;3;35
"Gentamicin";"Staphylococcus warneri";10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;3;7;6;4;4;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;3;29
"Gentamicin";"Streptococcus gordonii";10;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;5
"Gentamicin";"Streptococcus viridans";10;0;0;0;0;0;1;1;0;1;0;3;0;1;2;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;11
"Gentamicin";"Yersinia enterocolitica";10;0;0;0;0;0;0;0;0;0;0;0;0;1;10;38;23;32;52;16;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2;178
"Imipenem";"Achromobacter xylosoxidans";10;0;0;0;0;0;0;0;0;0;0;0;1;2;0;1;3;1;0;1;4;4;15;7;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2;55
"Imipenem";"Acinetobacter baumannii";10;69;3;3;7;6;4;6;1;4;1;6;0;2;1;2;0;1;3;3;2;5;6;10;13;8;15;10;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;8;197
"Imipenem";"Acinetobacter pittii";10;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;2;0;1;3;8;18;13;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;3;57
"Imipenem";"Acinetobacter spp";10;38;3;2;4;3;1;2;0;2;0;2;0;1;1;0;0;1;0;3;3;9;9;34;32;54;32;28;6;8;2;6;0;1;0;2;0;0;1;0;0;0;0;0;0;0;;7;290
"Imipenem";"Citrobacter freundii";10;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;12;17;24;52;52;32;16;7;8;5;0;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;9;232
"Imipenem";"Citrobacter koseri";10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;2;6;6;23;27;27;29;14;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;8;140
"Imipenem";"Enterobacter cloacae";10;0;0;0;1;1;0;0;0;1;0;2;0;1;0;2;7;19;42;94;140;124;100;68;26;27;11;4;3;1;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;9;677
"Imipenem";"Enterococcus faecalis";10;3;0;0;0;0;0;0;0;0;1;0;0;1;3;12;32;61;119;177;293;272;202;106;75;30;17;13;6;4;3;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;21;12;1434
"Imipenem";"Enterococcus faecalis ATCC 29212";10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;36;196;431;666;527;149;23;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;14;2032
"Imipenem";"Enterococcus faecium";10;906;0;1;1;2;4;3;3;1;4;5;2;3;6;11;15;14;9;8;4;5;4;4;2;5;5;4;3;3;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;21;10;1041
"Imipenem";"Escherichia coli";10;1;0;0;0;1;1;2;1;5;0;2;3;2;3;3;10;17;32;38;127;398;878;1496;1620;1250;522;185;71;29;13;6;5;4;2;2;1;1;0;0;1;0;0;0;0;0;24;14;6732
"Imipenem";"Escherichia coli ATCC 25922";10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;59;93;30;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;10;199
"Imipenem";"Haemophilus influenzae";10;34;0;0;0;0;0;1;0;3;2;2;7;6;11;11;15;13;19;14;23;19;42;23;24;16;11;6;3;0;0;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;20;3;309
"Imipenem";"Haemophilus influenzae ATCC 49766";10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;4;15;13;7;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2;46
"Imipenem";"Klebsiella aerogenes";10;2;0;0;2;0;0;1;1;1;0;0;0;0;1;2;3;10;29;42;47;35;14;4;2;2;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;7;200
"Imipenem";"Klebsiella oxytoca";10;0;0;0;0;0;0;0;0;0;0;0;1;0;1;3;1;2;9;10;33;69;124;164;125;95;38;14;4;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;9;701
"Imipenem";"Klebsiella pneumoniae";10;9;0;0;4;1;3;4;4;2;4;4;5;4;5;12;11;10;15;55;139;247;346;309;192;89;34;11;4;1;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;23;12;1528
"Imipenem";"Moraxella catarrhalis";10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;8;15;14;13;20;14;16;13;6;3;4;0;1;1;0;0;32;2;131
"Imipenem";"Morganella morganii";10;0;0;0;0;0;0;0;0;0;0;0;0;1;9;14;28;30;12;5;0;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;5;103
"Imipenem";"Proteus mirabilis";10;0;0;0;0;1;0;0;0;0;3;1;1;0;7;6;14;43;71;109;110;122;73;47;29;7;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;9;650
"Imipenem";"Proteus vulgaris";10;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;2;8;9;10;13;7;3;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;6;61
"Imipenem";"Providencia rettgeri";10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;4;3;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;3;17
"Imipenem";"Pseudomonas aeruginosa";10;112;11;31;106;129;122;94;54;39;48;47;45;49;68;128;142;237;469;728;941;763;591;366;238;154;88;66;50;29;24;17;12;5;7;3;7;4;1;0;0;0;0;0;0;0;20;11;6025
"Imipenem";"Pseudomonas aeruginosa ATCC 27853";10;0;0;0;0;0;0;0;0;1;0;0;0;4;6;46;259;702;1027;438;69;11;5;2;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;24;2574
"Imipenem";"Pseudomonas fluorescens group";10;0;0;0;0;2;0;0;1;3;1;2;0;2;0;1;2;2;0;3;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2;21
"Imipenem";"Pseudomonas putida group";10;9;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;9;11;20;14;9;8;11;3;4;4;1;2;1;1;1;0;0;0;0;0;0;0;0;0;;1;113
"Imipenem";"Pseudomonas spp (non-aeruginosa)";10;11;0;1;1;2;0;1;3;4;1;2;1;7;0;3;3;3;2;3;5;8;22;24;30;24;28;16;16;6;10;4;4;3;3;3;1;0;0;0;0;0;0;0;0;0;;7;255
"Imipenem";"Pseudomonas stutzeri group";10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;5;1;3;11;6;2;2;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;2;40
"Imipenem";"Salmonella spp";10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;4;4;12;10;34;51;64;76;57;46;19;25;6;6;3;2;0;0;0;0;0;0;0;0;0;0;0;0;;2;421
"Imipenem";"Serratia marcescens";10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;7;20;52;98;88;59;31;11;4;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;7;374
"Imipenem";"Shigella boydii";10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;2;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;8
"Imipenem";"Shigella dysenteriae";10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;8
"Imipenem";"Shigella flexneri";10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;3;3;6;9;18;11;9;7;7;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;1;78
"Imipenem";"Shigella sonnei";10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;3;9;13;15;12;11;6;3;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;84
"Imipenem";"Shigella spp";10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;2;2;6;13;21;28;36;24;18;12;13;3;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;1;185
"Imipenem";"Streptococcus anginosus";10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;0;1;1;0;0;0;0;0;;1;6
"Imipenem";"Streptococcus mitis";10;1;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;1;0;0;0;1;1;2;4;1;0;0;2;5;5;7;4;4;4;2;3;3;1;1;0;0;0;0;;3;56
"Imipenem";"Streptococcus oralis";10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;1;0;3;1;1;0;3;4;2;0;0;1;0;0;0;0;;1;21
"Imipenem";"Streptococcus parasanguis";10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;2
"Imipenem";"Streptococcus pneumoniae ATCC 49619";10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;11;26;17;13;11;3;0;0;0;0;0;0;0;0;;4;87
"Imipenem";"Streptococcus, viridans group";10;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;1;2;0;1;1;4;1;3;4;3;6;7;11;8;13;10;10;15;9;7;4;7;2;0;0;1;;2;136
"Imipenem";"Yersinia enterocolitica";10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;6;9;15;21;32;21;10;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;121
"Isavuconazole";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Isoniazid";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Itraconazole";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Kanamycin";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Ketoconazole";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Lefamulin";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Levofloxacin";"Acinetobacter baumannii";5;33;4;6;3;6;2;2;0;1;1;0;0;0;0;0;0;0;0;0;0;1;2;6;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2;72
"Levofloxacin";"Acinetobacter pittii";5;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;5;8;15;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;38
"Levofloxacin";"Acinetobacter spp";5;35;4;7;3;6;3;2;0;2;1;0;0;0;0;1;0;2;1;8;6;20;32;52;26;18;7;6;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;3;244
"Levofloxacin";"Citrobacter freundii";5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;2;1;4;5;6;6;8;12;10;6;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;4;66
"Levofloxacin";"Citrobacter koseri";5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;3;9;5;7;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;3;28
"Levofloxacin";"Enterobacter cloacae";5;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;0;1;0;2;11;9;12;7;9;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;3;62
"Levofloxacin";"Enterobacter spp";5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;3;2;1;3;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2;14
"Levofloxacin";"Enterococcus faecalis";5;77;0;0;0;0;0;0;0;0;0;0;3;9;21;38;37;39;24;6;1;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;3;259
"Levofloxacin";"Enterococcus faecalis ATCC 29212";5;0;0;0;0;0;0;0;0;0;0;0;0;0;1;8;36;38;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;4;87
"Levofloxacin";"Enterococcus faecium";5;52;0;0;0;3;0;1;0;2;2;0;2;0;1;4;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;3;71
"Levofloxacin";"Escherichia coli";5;47;2;5;1;4;5;1;0;1;1;1;1;0;3;7;9;19;14;14;5;27;46;71;123;104;105;89;49;53;32;20;3;1;2;0;0;0;0;0;0;0;0;0;0;0;25;4;865
"Levofloxacin";"Escherichia coli ATCC 25922";5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;8;24;38;17;17;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;7;113
"Levofloxacin";"Haemophilus influenzae";5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;6;12;35;30;49;49;38;46;24;6;5;1;2;0;1;0;1;0;0;30;3;308
"Levofloxacin";"Haemophilus influenzae ATCC 49766";5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;17;15;22;17;5;0;0;0;0;0;0;0;0;0;0;0;0;;2;80
"Levofloxacin";"Kingella kingae";5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;4;1;4;8;12;13;19;15;21;9;16;16;3;7;3;2;0;1;0;0;0;;1;159
"Levofloxacin";"Klebsiella aerogenes";5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;5;3;6;2;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;3;23
"Levofloxacin";"Klebsiella oxytoca";5;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;2;2;6;18;15;13;10;4;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;3;81
"Levofloxacin";"Klebsiella pneumoniae";5;2;0;0;0;0;1;0;0;0;0;0;1;1;4;6;5;10;3;1;14;33;39;52;38;24;12;4;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;5;257
"Levofloxacin";"Moraxella catarrhalis";5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;3;5;9;25;25;35;12;8;3;1;1;0;0;0;0;1;0;0;0;0;0;28;2;131
"Levofloxacin";"Morganella morganii";5;1;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;1;0;1;2;5;1;3;6;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;3;28
"Levofloxacin";"Proteus mirabilis";5;2;0;0;0;0;0;0;0;0;0;1;0;0;0;4;1;0;0;1;1;0;3;4;11;9;22;33;30;22;17;8;7;1;0;0;0;0;0;0;0;0;0;0;0;0;;5;177
"Levofloxacin";"Proteus vulgaris";5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;3;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;3;11
"Levofloxacin";"Pseudomonas aeruginosa";5;42;1;0;1;4;5;2;1;6;6;3;9;9;5;7;7;12;10;19;40;53;45;31;14;8;7;2;5;1;2;1;1;2;0;1;0;0;0;0;0;1;0;0;0;0;20;4;363
"Levofloxacin";"Pseudomonas aeruginosa ATCC 27853";5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;18;46;45;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;5;117
"Levofloxacin";"Pseudomonas fluorescens group";5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;3;2;2;1;2;1;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;20
"Levofloxacin";"Pseudomonas putida group";5;8;0;2;1;1;1;0;0;2;1;3;1;1;0;1;1;12;18;10;12;6;5;6;2;2;4;3;2;1;3;1;1;0;0;1;0;0;0;1;0;0;0;0;0;0;;1;113
"Levofloxacin";"Pseudomonas spp (non-aeruginosa)";5;14;0;3;1;1;1;2;0;2;1;4;2;1;0;2;2;13;19;10;15;12;11;10;5;5;10;9;7;5;13;8;4;0;2;2;1;0;0;1;0;0;0;0;0;0;;2;198
"Levofloxacin";"Pseudomonas stutzeri group";5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;3;4;4;2;8;6;1;0;2;0;1;0;0;0;0;0;0;0;0;0;;1;35
"Levofloxacin";"Staphylococcus aureus";5;5;0;1;0;1;3;7;5;4;5;3;1;0;2;0;1;0;1;2;11;10;14;26;33;37;21;10;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2;207
"Levofloxacin";"Staphylococcus aureus ATCC 29213";5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;14;41;33;9;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;5;101
